Unique ID, Manufacturer, Chemistry, Voltage (Volts)
 Hewlett-PackardPrimary, Hewlett-Packard, Nickel Metal Hydride, 12.53

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2011-07-01, 15:40:40, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:41, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:42, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:43, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:44, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:45, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:46, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:47, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:48, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:49, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:50, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:51, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:52, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:53, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:54, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:55, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:56, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:57, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:58, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:40:59, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:00, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:01, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:02, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:03, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:04, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:05, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:07, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:08, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:09, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:10, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:11, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:12, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:13, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:14, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:15, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:16, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:17, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:18, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:19, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:20, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:21, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:22, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:23, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:24, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:25, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:26, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:27, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:28, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:29, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:30, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:31, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:32, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:33, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:34, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:35, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:36, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:37, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:38, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:39, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:40, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:41, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:42, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:43, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:44, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:45, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:46, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:47, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:48, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:49, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:50, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:51, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:52, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:53, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:54, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:55, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:56, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:57, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:58, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:41:59, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:00, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:01, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:02, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:03, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:04, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:05, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:06, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:07, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:08, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:09, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:10, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:11, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:12, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:13, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:14, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:15, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:16, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:18, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:42:18, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:49:38, OK, 100%, 0.00, -1, 0, , 12.44, , 113.6%, , , , , , , , , , , , 
2011-07-01, 15:49:40, OK, 100%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:40, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:41, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:42, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:43, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:44, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:45, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:46, OK, 99%, 0.00, -1, 0, , 12.44, , 98.7%, , , , , , , , , , , , 
2011-07-01, 15:49:47, OK, 99%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:48, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:49, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:51, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:52, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:53, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:54, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:55, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:56, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:57, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:58, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:49:59, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:00, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:01, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:02, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:03, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:04, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:05, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:06, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:07, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:08, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:09, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:10, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:11, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:12, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:13, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:14, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:15, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:16, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:17, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:18, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:19, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:20, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:21, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:22, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:23, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:24, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:25, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:26, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:27, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:28, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:29, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:30, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:31, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:32, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:33, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:34, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:35, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:36, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:37, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:38, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:39, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:40, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:41, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:42, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:43, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:44, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:45, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:46, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:47, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:48, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:49, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:50, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:51, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:52, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:53, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:54, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:55, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:56, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:57, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:58, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:50:59, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:00, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:01, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:03, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:04, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:05, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:06, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:07, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:08, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:09, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:10, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:11, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:12, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:13, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:14, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:15, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:16, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:17, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:18, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:19, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:20, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:21, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:22, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:23, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:24, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:25, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:26, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:27, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:28, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:29, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:30, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:31, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:32, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:33, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:34, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:35, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:36, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:37, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:38, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:39, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:40, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:41, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:42, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:43, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:44, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:45, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:46, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:47, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:48, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:49, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:50, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:51, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:52, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:53, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:54, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:55, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:56, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
2011-07-01, 15:51:57, OK, 100%, 0.00, -1, 0, , 12.44, , 100.0%, , , , , , , , , , , , 
