CPUID:,0x20652,,,,,,,,,,,,
Processor:,Mobile Intel Core i5 520M (Arrandale),,,,,,,,,,,,
Platform:,LGA 1156 (Socket H),,,,,,,,,,,,
Revision:,C2,,,,,,,,,,,,
Lithography:,32nm,,,,,,,,,,,,
,,,,,,,,,,,,,
Session start:,19:18:59 - July 16 - 2011,,,,,,,,,,,,
,,,,,,,,,,,,,
Time,Core 0 Temp. (°),Core 1 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz)
21:04:56,69,64,,,43,83,23,2327.5,,40,86,28,2261
21:04:57,68,64,,,43,83,25,2327.5,,40,86,24,2194.5
21:04:58,67,63,,,43,83,24,2261,,40,86,26,2194.5
21:04:59,67,63,,,43,83,21,2327.5,,40,86,27,2194.5
21:05:00,66,66,,,43,83,28,2327.5,,40,86,27,2327.5
21:05:01,68,63,,,43,83,26,2327.5,,40,86,24,2261
21:05:02,66,64,,,43,83,24,2327.5,,40,86,27,2261
21:05:03,66,64,,,43,83,24,2261,,40,86,24,2261
21:05:04,65,63,,,43,83,24,2327.5,,40,86,27,2194.5
21:05:06,78,79,,,43,83,29,2194.5,,40,86,24,2261
21:05:06,68,72,,,43,83,22,1995,,40,86,25,2128
21:05:07,68,75,,,43,83,27,2261,,40,86,23,2128
21:05:08,76,65,,,43,83,25,2261,,40,86,25,2327.5
21:05:09,71,74,,,43,83,24,2327.5,,40,86,27,2327.5
21:05:10,69,77,,,43,83,20,2261,,40,86,30,2261
21:05:11,68,78,,,43,83,20,2261,,40,86,30,2061.5
21:05:13,78,68,,,43,83,27,2261,,40,86,27,2261
21:05:14,78,66,,,43,83,24,2128,,40,86,25,2261
21:05:15,71,75,,,43,83,25,2261,,40,86,26,2261
21:05:16,70,78,,,43,83,18,2327.5,,40,86,31,2261
21:05:17,72,75,,,43,83,28,2327.5,,40,86,23,2194.5
21:05:18,69,78,,,43,83,23,2261,,40,86,26,2194.5
21:05:19,76,72,,,43,83,25,2261,,40,86,26,2128
21:05:20,75,78,,,43,83,25,2327.5,,40,86,30,2194.5
21:05:21,75,76,,,43,83,24,2261,,40,86,30,2194.5
21:05:22,78,77,,,43,83,25,2261,,40,86,27,2261
21:05:23,80,79,,,43,83,30,2261,,40,86,26,2261
21:05:24,77,79,,,43,83,17,2061.5,,40,86,27,2261
21:05:25,78,79,,,43,83,27,2194.5,,40,86,24,2128
21:05:26,77,80,,,43,83,26,2261,,40,86,26,2261
21:05:27,76,80,,,43,83,29,2261,,40,86,21,2061.5
21:05:28,78,80,,,43,83,22,2327.5,,40,86,30,2261
21:05:29,79,80,,,43,83,23,2327.5,,40,86,28,2261
21:05:30,79,82,,,43,83,26,2261,,40,86,29,2261
21:05:31,80,79,,,43,83,22,2261,,40,86,23,2261
21:05:32,77,81,,,43,83,24,2061.5,,40,86,27,2128
21:05:33,80,80,,,43,83,24,2128,,40,86,29,2128
21:05:34,78,80,,,43,83,24,2261,,40,86,26,2128
21:05:35,82,73,,,43,83,30,2261,,40,86,23,2261
21:05:36,80,82,,,43,83,22,2261,,40,86,25,2194.5
21:05:37,74,83,,,43,83,26,2327.5,,40,86,25,2261
21:05:38,80,81,,,43,83,23,2128,,40,86,27,2261
21:05:39,81,81,,,43,83,22,2194.5,,40,86,29,2261
21:05:40,80,80,,,43,83,34,2261,,40,86,21,2261
21:05:41,80,81,,,43,83,21,2261,,40,86,32,2261
21:05:42,81,77,,,43,83,23,2261,,40,86,26,1995
21:05:43,81,75,,,43,83,20,2261,,40,86,31,2261
21:05:44,80,74,,,43,83,25,2327.5,,40,86,27,2194.5
21:05:45,79,74,,,43,83,22,2327.5,,40,86,27,2194.5
21:05:46,76,77,,,43,83,23,2327.5,,40,86,29,2327.5
21:05:47,76,76,,,43,83,23,2327.5,,40,86,27,2327.5
21:05:48,72,81,,,43,83,21,2261,,40,86,28,2261
21:05:49,75,78,,,43,83,28,2327.5,,40,86,26,2327.5
21:05:50,75,77,,,43,83,21,2327.5,,40,86,33,2327.5
21:05:51,78,75,,,43,83,24,2261,,40,86,26,2128
21:05:52,77,75,,,43,83,22,2261,,40,86,30,2261
21:05:53,72,82,,,43,83,22,2261,,40,86,28,2194.5
21:05:54,75,77,,,43,83,22,2327.5,,40,86,27,2194.5
21:05:55,73,80,,,43,83,23,2327.5,,40,86,30,2327.5
21:05:56,72,76,,,43,83,28,2194.5,,40,86,23,2261
21:05:57,70,72,,,43,83,22,2261,,40,86,27,2261
21:05:58,69,68,,,43,83,24,2261,,40,86,28,2327.5
21:05:59,70,69,,,43,83,26,2327.5,,40,86,24,2128
21:06:00,67,68,,,43,83,23,2261,,40,86,27,2261
21:06:01,69,66,,,43,83,26,2394,,40,86,24,2194.5
21:06:02,68,67,,,43,83,23,2327.5,,40,86,26,2194.5
21:06:03,68,67,,,43,83,24,2261,,40,86,24,2194.5
21:06:04,67,65,,,43,83,27,2327.5,,40,86,24,2194.5
21:06:05,69,65,,,43,83,24,2327.5,,40,86,26,2194.5
21:06:06,68,65,,,43,83,21,2261,,40,86,27,2261
21:06:07,67,65,,,43,83,27,2327.5,,40,86,24,2327.5
21:06:08,68,66,,,43,83,22,2327.5,,40,86,29,2261
21:06:09,68,63,,,43,83,26,2327.5,,40,86,22,2261
21:06:10,69,64,,,43,83,24,2327.5,,40,86,32,2327.5
21:06:11,67,63,,,43,83,22,2194.5,,40,86,28,2194.5
21:06:12,68,63,,,43,83,24,2327.5,,40,86,24,2261
21:06:13,65,64,,,43,83,26,2261,,40,86,24,2261
21:06:14,67,65,,,43,83,30,2261,,40,86,21,2261
21:06:15,67,63,,,43,83,25,2261,,40,86,24,2194.5
21:06:16,68,64,,,43,83,23,2194.5,,40,86,28,2194.5
21:06:17,67,63,,,43,83,21,2327.5,,40,86,29,2128
21:06:18,71,63,,,43,83,24,2261,,40,86,26,2261
21:06:19,74,64,,,43,83,26,2261,,40,86,25,2327.5
21:06:20,76,65,,,43,83,26,2327.5,,40,86,25,2327.5
21:06:22,79,67,,,43,83,25,2261,,40,86,27,2261
21:06:22,77,66,,,43,83,25,1995,,40,86,28,2261
21:06:23,78,66,,,43,83,24,2327.5,,40,86,27,2061.5
21:06:25,69,77,,,43,83,23,2327.5,,40,86,27,2128
21:06:26,69,79,,,43,83,20,2327.5,,40,86,31,2261
21:06:27,71,75,,,43,83,28,2327.5,,40,86,22,2261
21:06:28,77,68,,,43,83,18,2327.5,,40,86,32,2194.5
21:06:29,76,72,,,43,83,23,2128,,40,86,29,2194.5
21:06:30,77,70,,,43,83,25,2128,,40,86,28,2261
21:06:31,75,73,,,43,83,24,2261,,40,86,31,2128
21:06:32,71,81,,,43,83,22,2261,,40,86,32,2194.5
21:06:33,77,77,,,43,83,25,2327.5,,40,86,26,2261
21:06:34,77,77,,,43,83,22,2327.5,,40,86,27,2194.5
21:06:35,78,84,,,43,83,25,2261,,40,86,32,2194.5
21:06:36,78,76,,,43,83,26,2327.5,,40,86,19,2261
21:06:37,78,79,,,43,83,25,2128,,40,86,26,2194.5
21:06:38,80,80,,,43,83,25,2194.5,,40,86,32,2261
21:06:39,79,79,,,43,83,20,2194.5,,40,86,27,2261
21:06:40,80,79,,,43,83,28,2194.5,,40,86,22,2128
21:06:41,77,81,,,43,83,26,2327.5,,40,86,26,2194.5
21:06:42,80,80,,,43,83,26,2261,,40,86,30,2128
21:06:43,76,81,,,43,83,20,2261,,40,86,24,2128
21:06:44,76,82,,,43,83,24,2261,,40,86,28,2194.5
21:06:45,77,81,,,43,83,24,2261,,40,86,25,2261
21:06:46,81,81,,,43,83,30,2261,,40,86,27,2261
21:06:47,80,79,,,43,83,23,2194.5,,40,86,21,2261
21:06:48,81,81,,,43,83,24,2061.5,,40,86,28,2261
21:06:49,77,82,,,43,83,27,2194.5,,40,86,24,2128
21:06:50,80,82,,,43,83,22,2327.5,,40,86,31,2128
21:06:51,82,81,,,43,83,26,2261,,40,86,26,2261
21:06:52,81,81,,,43,83,23,2394,,40,86,24,2128
21:06:53,81,82,,,43,83,25,2261,,40,86,28,2261
21:06:54,80,81,,,43,83,23,2261,,40,86,28,2261
21:06:55,80,76,,,43,83,28,2261,,40,86,23,2194.5
21:06:56,75,81,,,43,83,23,2261,,40,86,27,2261
21:06:57,75,81,,,43,83,25,2327.5,,40,86,26,2261
21:06:58,75,79,,,43,83,26,2261,,40,86,23,2194.5
21:06:59,78,75,,,43,83,26,2327.5,,40,86,27,2128
21:07:00,78,75,,,43,83,28,2128,,40,86,25,2061.5
21:07:01,79,74,,,43,83,27,2194.5,,40,86,27,2261
21:07:02,75,78,,,43,83,22,2194.5,,40,86,29,2194.5
21:07:03,77,77,,,43,83,26,2327.5,,40,86,26,2327.5
21:07:04,74,80,,,43,83,24,2327.5,,40,86,28,2261
21:07:05,73,78,,,43,83,22,2327.5,,40,86,32,2327.5
21:07:06,79,74,,,43,83,25,2327.5,,40,86,25,2194.5
21:07:07,79,72,,,43,83,28,2327.5,,40,86,23,2194.5
21:07:08,76,71,,,43,83,24,2327.5,,40,86,26,2194.5
21:07:09,70,74,,,43,83,23,2327.5,,40,86,27,2061.5
21:07:10,72,69,,,43,83,26,2327.5,,40,86,26,2128
21:07:11,67,71,,,43,83,23,2194.5,,40,86,30,2327.5
21:07:12,69,69,,,43,83,24,2261,,40,86,26,2261
21:07:13,69,68,,,43,83,25,2327.5,,40,86,26,2327.5
21:07:14,69,65,,,43,83,28,2327.5,,40,86,21,2261
21:07:15,70,66,,,43,83,26,2261,,40,86,25,2261
21:07:16,67,66,,,43,83,24,2261,,40,86,25,2061.5
21:07:17,68,63,,,43,83,27,2261,,40,86,23,2061.5
21:07:18,69,66,,,43,83,23,2261,,40,86,27,2261
21:07:19,66,66,,,43,83,25,2261,,40,86,26,2194.5
21:07:20,65,64,,,43,83,24,2327.5,,40,86,30,2261
21:07:21,66,67,,,43,83,25,2327.5,,40,86,25,2327.5
21:07:22,67,65,,,43,83,24,2261,,40,86,25,2261
21:07:23,67,66,,,43,83,21,2327.5,,40,86,30,2261
21:07:24,66,64,,,43,83,24,2261,,40,86,26,2061.5
21:07:25,68,64,,,43,83,22,2261,,40,86,29,2128
21:07:26,66,65,,,43,83,26,2261,,40,86,25,2128
21:07:27,67,65,,,43,83,20,2327.5,,40,86,30,2327.5
21:07:28,66,65,,,43,83,29,2327.5,,40,86,20,2261
21:07:29,66,63,,,43,83,21,2261,,40,86,29,2194.5
21:07:30,68,63,,,43,83,20,2261,,40,86,29,2194.5
21:07:31,67,73,,,43,83,19,2261,,40,86,33,2194.5
21:07:32,75,64,,,43,83,25,2327.5,,40,86,24,2061.5
21:07:33,69,75,,,43,83,22,2128,,40,86,28,2261
21:07:34,69,77,,,43,83,21,2261,,40,86,28,2261
21:07:35,71,73,,,43,83,24,2194.5,,40,86,27,2327.5
21:07:36,77,67,,,43,83,22,2261,,40,86,27,2061.5
21:07:38,74,74,,,43,83,25,2261,,40,86,27,2194.5
21:07:39,76,71,,,43,83,29,2327.5,,40,86,22,2194.5
21:07:40,71,79,,,43,83,22,2261,,40,86,30,2261
21:07:41,72,78,,,43,83,26,2261,,40,86,27,2194.5
21:07:42,78,68,,,43,83,23,2128,,40,86,25,1995
21:07:43,76,78,,,43,83,24,2261,,40,86,27,1995
21:07:44,70,78,,,43,83,29,2128,,40,86,22,2261
21:07:45,76,79,,,43,83,22,2261,,40,86,31,2327.5
21:07:46,77,76,,,43,83,27,2327.5,,40,86,23,2327.5
21:07:47,79,80,,,43,83,28,2261,,40,86,28,2194.5
21:07:48,78,77,,,43,83,20,2261,,40,86,27,2128
21:07:49,79,79,,,43,83,26,2261,,40,86,29,2194.5
21:07:50,78,78,,,43,83,26,2327.5,,40,86,21,2261
21:07:51,79,80,,,43,83,23,2394,,40,86,30,2261
21:07:52,78,79,,,43,83,23,2261,,40,86,28,2261
21:07:53,79,80,,,43,83,18,2194.5,,40,86,33,2261
21:07:54,73,82,,,43,83,17,2128,,40,86,35,2261
21:07:55,79,80,,,43,83,27,2194.5,,40,86,26,2128
21:07:56,80,81,,,43,83,23,2261,,40,86,25,2128
21:07:57,80,81,,,43,83,26,2261,,40,86,27,2128
21:07:58,76,81,,,43,83,28,2327.5,,40,86,25,2194.5
21:07:59,80,81,,,43,83,25,2327.5,,40,86,26,2261
21:08:00,80,80,,,43,83,28,2194.5,,40,86,23,2261
21:08:01,81,81,,,43,83,20,2128,,40,86,30,2261
21:08:02,81,81,,,43,83,28,2261,,40,86,26,2261
21:08:03,81,81,,,43,83,28,2261,,40,86,27,2128
21:08:04,81,81,,,43,83,23,2261,,40,86,26,2194.5
21:08:05,81,81,,,43,83,26,2261,,40,86,26,2061.5
21:08:06,77,82,,,43,83,25,2261,,40,86,26,2261
21:08:07,78,82,,,43,83,21,2061.5,,40,86,30,2327.5
21:08:08,76,81,,,43,83,24,2194.5,,40,86,29,2327.5
21:08:09,76,79,,,43,83,24,2261,,40,86,25,2261
21:08:10,78,77,,,43,83,26,2194.5,,40,86,25,2261
21:08:11,78,76,,,43,83,21,2261,,40,86,29,2194.5
21:08:12,78,75,,,43,83,20,2327.5,,40,86,31,2261
21:08:13,78,75,,,43,83,24,2327.5,,40,86,26,2194.5
21:08:14,79,73,,,43,83,27,2327.5,,40,86,23,2261
21:08:15,78,75,,,43,83,25,2327.5,,40,86,28,2261
21:08:16,73,81,,,43,83,21,2327.5,,40,86,31,2327.5
21:08:17,76,76,,,43,83,24,2327.5,,40,86,25,2261
21:08:18,77,75,,,43,83,24,2327.5,,40,86,29,2261
21:08:19,78,74,,,43,83,26,2327.5,,40,86,24,2327.5
21:08:20,76,76,,,43,83,22,2128,,40,86,30,2327.5
21:08:21,72,73,,,43,83,24,2327.5,,40,86,27,2194.5
21:08:22,71,72,,,43,83,27,2194.5,,40,86,24,2194.5
21:08:23,69,70,,,43,83,24,2327.5,,40,86,24,2128
21:08:24,70,69,,,43,83,27,2327.5,,40,86,24,2261
21:08:25,71,70,,,43,83,24,2394,,40,86,25,2261
21:08:26,68,67,,,43,83,22,2261,,40,86,27,2128
21:08:27,68,68,,,43,83,24,2327.5,,40,86,26,2261
21:08:28,67,66,,,43,83,22,2394,,40,86,28,2261
21:08:29,67,66,,,43,83,26,2261,,40,86,23,2261
21:08:30,68,66,,,43,83,28,2327.5,,40,86,28,2327.5
21:08:31,66,66,,,43,83,26,2394,,40,86,24,2394
21:08:32,67,64,,,43,83,24,2327.5,,40,86,26,2261
21:08:33,66,63,,,43,83,20,2327.5,,40,86,30,2327.5
21:08:34,66,65,,,43,83,22,2261,,40,86,27,2128
21:08:35,67,65,,,43,83,18,2327.5,,40,86,31,2061.5
21:08:36,68,64,,,43,83,23,2327.5,,40,86,28,2061.5
21:08:37,68,65,,,43,83,29,2194.5,,40,86,23,2261
21:08:38,66,64,,,43,83,23,2194.5,,40,86,25,2261
21:08:39,67,63,,,43,83,30,2261,,40,86,21,2194.5
21:08:40,66,64,,,43,83,23,2261,,40,86,28,2261
21:08:41,67,66,,,43,83,26,2261,,40,86,24,2194.5
21:08:42,66,65,,,43,83,25,2327.5,,40,86,26,2261
21:08:44,66,72,,,43,83,21,2261,,40,86,31,2261
21:08:45,77,79,,,43,83,29,2327.5,,40,86,25,1995
21:08:45,68,76,,,43,83,23,1995,,40,86,24,1995
21:08:46,68,76,,,43,83,24,2261,,40,86,27,2128
21:08:47,77,66,,,43,83,25,2261,,40,86,27,2261
21:08:48,78,68,,,43,83,21,2327.5,,40,86,31,2261
21:08:50,75,71,,,43,83,19,2327.5,,40,86,31,2128
21:08:51,73,75,,,43,83,23,2327.5,,40,86,29,2128
21:08:52,76,69,,,43,83,26,2261,,40,86,25,2261
21:08:53,75,75,,,43,83,28,2327.5,,40,86,24,2261
21:08:54,77,70,,,43,83,24,1995,,40,86,25,2261
21:08:55,71,78,,,43,83,21,2261,,40,86,31,2261
21:08:56,72,78,,,43,83,28,2327.5,,40,86,24,2261
21:08:57,78,69,,,43,83,20,2327.5,,40,86,30,2061.5
21:08:58,76,76,,,43,83,24,2261,,40,86,27,2194.5
21:08:59,77,78,,,43,83,24,2261,,40,86,26,2194.5
21:09:00,79,79,,,43,83,28,2261,,40,86,28,2261
21:09:01,78,80,,,43,83,17,2128,,40,86,31,2261
21:09:02,78,79,,,43,83,26,2128,,40,86,22,2261
21:09:03,75,80,,,43,83,27,2261,,40,86,25,2261
21:09:04,79,78,,,43,83,31,2327.5,,40,86,20,2261
21:09:05,79,79,,,43,83,27,2327.5,,40,86,25,2061.5
21:09:06,79,79,,,43,83,24,2327.5,,40,86,26,2128
21:09:07,80,81,,,43,83,26,2327.5,,40,86,26,2194.5
21:09:08,79,80,,,43,83,21,2194.5,,40,86,29,2194.5
21:09:09,80,81,,,43,83,27,2061.5,,40,86,27,2261
21:09:10,80,80,,,43,83,24,2261,,40,86,27,2261
21:09:11,80,81,,,43,83,24,2327.5,,40,86,26,2061.5
21:09:12,80,81,,,43,83,24,2327.5,,40,86,26,1995
21:09:13,80,81,,,43,83,23,2261,,40,86,28,2194.5
21:09:14,80,80,,,43,83,22,2261,,40,86,28,2261
21:09:15,80,81,,,43,83,24,2261,,40,86,29,2261
21:09:16,81,81,,,43,83,20,2194.5,,40,86,32,2261
21:09:17,80,81,,,43,83,21,2261,,40,86,29,2261
21:09:18,79,81,,,43,83,25,2261,,40,86,27,2194.5
21:09:19,81,81,,,43,83,25,2061.5,,40,86,26,2128
21:09:20,77,81,,,43,83,25,2261,,40,86,27,2128
21:09:21,79,75,,,43,83,24,2261,,40,86,27,2194.5
21:09:22,80,73,,,43,83,24,2327.5,,40,86,27,2261
21:09:23,77,78,,,43,83,23,2261,,40,86,27,2261
21:09:24,77,77,,,43,83,19,2327.5,,40,86,33,2261
21:09:25,77,76,,,43,83,21,2327.5,,40,86,29,2261
21:09:26,73,79,,,43,83,23,2327.5,,40,86,28,2394
21:09:27,78,75,,,43,83,23,2327.5,,40,86,28,2194.5
21:09:28,74,78,,,43,83,26,2261,,40,86,25,2128
21:09:29,73,80,,,43,83,22,2261,,40,86,30,2128
21:09:30,78,74,,,43,83,25,2128,,40,86,28,2261
21:09:31,73,78,,,43,83,27,2327.5,,40,86,27,2261
21:09:32,76,76,,,43,83,21,2194.5,,40,86,29,2194.5
21:09:33,75,74,,,43,83,30,2327.5,,40,86,22,2261
21:09:34,71,75,,,43,83,21,2261,,40,86,28,2261
21:09:35,71,70,,,43,83,26,2327.5,,40,86,24,2327.5
21:09:36,71,68,,,43,83,26,2261,,40,86,23,2128
21:09:37,68,69,,,43,83,26,2327.5,,40,86,24,2128
21:09:38,68,65,,,43,83,24,2261,,40,86,26,2061.5
21:09:39,67,66,,,43,83,24,2327.5,,40,86,28,2261
21:09:40,69,64,,,43,83,24,2261,,40,86,28,2261
21:09:41,66,66,,,43,83,25,2194.5,,40,86,26,2261
21:09:42,68,65,,,43,83,25,2194.5,,40,86,23,2261
21:09:43,69,66,,,43,83,27,2128,,40,86,26,2327.5
21:09:44,69,63,,,43,83,22,2261,,40,86,27,2327.5
21:09:45,66,66,,,43,83,25,2327.5,,40,86,25,2327.5
21:09:46,69,64,,,43,83,25,2327.5,,40,86,23,2261
21:09:47,67,66,,,43,83,26,2327.5,,40,86,24,2128
21:09:48,66,64,,,43,83,23,2327.5,,40,86,26,2128
21:09:49,67,66,,,43,83,27,2327.5,,40,86,27,2128
21:09:50,67,64,,,43,83,23,2327.5,,40,86,27,2261
21:09:51,65,64,,,43,83,27,2061.5,,40,86,23,2261
21:09:52,66,63,,,43,83,22,2194.5,,40,86,26,2261
21:09:53,65,62,,,43,83,26,2194.5,,40,86,24,2261
21:09:54,66,63,,,43,83,25,2327.5,,40,86,24,2261
21:09:56,69,63,,,43,83,28,2327.5,,40,86,25,2194.5
21:09:57,72,76,,,43,83,24,2327.5,,40,86,26,1928.5
21:09:57,72,69,,,43,83,24,2128,,40,86,25,1928.5
21:09:58,68,76,,,43,83,22,2128,,40,86,28,2327.5
21:09:59,78,69,,,43,83,29,2128,,40,86,22,2261
21:10:00,75,70,,,43,83,22,2261,,40,86,32,2261
21:10:02,68,78,,,43,83,21,2394,,40,86,29,2061.5
21:10:03,71,74,,,43,83,28,2261,,40,86,23,2194.5
21:10:04,76,71,,,43,83,23,2194.5,,40,86,29,2194.5
21:10:05,73,73,,,43,83,23,2194.5,,40,86,26,2194.5
21:10:06,76,71,,,43,83,26,2194.5,,40,86,23,2327.5
21:10:07,73,73,,,43,83,20,2327.5,,40,86,30,2261
21:10:08,77,71,,,43,83,23,2261,,40,86,28,2327.5
21:10:09,74,73,,,43,83,24,2261,,40,86,28,1995
21:10:10,77,75,,,43,83,24,2261,,40,86,27,2194.5
21:10:11,78,78,,,43,83,25,2327.5,,40,86,29,2194.5
21:10:12,72,82,,,43,83,20,2261,,40,86,31,2327.5
21:10:13,78,79,,,43,83,30,2261,,40,86,22,2261
21:10:14,79,79,,,43,83,22,2327.5,,40,86,28,2194.5
21:10:15,79,78,,,43,83,31,2194.5,,40,86,22,2194.5
21:10:16,79,79,,,43,83,30,2128,,40,86,25,2128
21:10:17,82,79,,,43,83,29,2327.5,,40,86,20,2194.5
21:10:18,79,80,,,43,83,17,2261,,40,86,32,2261
21:10:19,81,76,,,43,83,27,2261,,40,86,25,2261
21:10:20,80,80,,,43,83,27,2327.5,,40,86,26,2261
21:10:21,80,80,,,43,83,29,2327.5,,40,86,26,2261
21:10:22,79,80,,,43,83,21,2327.5,,40,86,27,2128
21:10:23,80,81,,,43,83,29,2261,,40,86,27,2128
21:10:24,79,80,,,43,83,23,2061.5,,40,86,22,2194.5
21:10:25,75,82,,,43,83,22,2261,,40,86,30,2194.5
21:10:26,79,81,,,43,83,25,2261,,40,86,26,2261
21:10:27,74,85,,,43,83,17,2261,,40,86,35,2261
21:10:28,80,80,,,43,83,27,2261,,40,86,24,2261
21:10:29,81,80,,,43,83,27,2327.5,,40,86,27,2194.5
21:10:30,81,82,,,43,83,22,2261,,40,86,31,2261
21:10:31,81,81,,,43,83,22,2261,,40,86,28,2128
21:10:32,77,82,,,43,83,28,2261,,40,86,25,2128
21:10:33,81,75,,,43,83,21,2261,,40,86,28,2194.5
21:10:34,82,73,,,43,83,23,2327.5,,40,86,30,2194.5
21:10:35,74,84,,,43,83,23,2194.5,,40,86,27,2261
21:10:36,74,80,,,43,83,23,2261,,40,86,27,2261
21:10:37,77,76,,,43,83,17,2261,,40,86,34,2261
21:10:38,74,78,,,43,83,22,2327.5,,40,86,30,2261
21:10:39,74,80,,,43,83,21,2261,,40,86,28,2194.5
21:10:40,78,76,,,43,83,26,2194.5,,40,86,28,2194.5
21:10:41,75,77,,,43,83,24,2327.5,,40,86,27,2194.5
21:10:42,74,77,,,43,83,22,2261,,40,86,27,2261
21:10:43,74,78,,,43,83,23,2327.5,,40,86,30,2394
21:10:44,73,80,,,43,83,24,2327.5,,40,86,27,2327.5
21:10:45,81,72,,,43,83,23,2327.5,,40,86,27,2261
21:10:46,75,70,,,43,83,25,2327.5,,40,86,25,2261
21:10:47,72,70,,,43,83,24,2394,,40,86,27,2194.5
21:10:48,71,68,,,43,83,26,2261,,40,86,23,2194.5
21:10:49,69,67,,,43,83,21,2394,,40,86,29,2128
21:10:50,69,66,,,43,83,28,2327.5,,40,86,26,2194.5
21:10:51,68,66,,,43,83,17,2261,,40,86,31,2261
21:10:52,69,67,,,43,83,27,2194.5,,40,86,23,2327.5
21:10:53,67,66,,,43,83,19,2261,,40,86,31,2261
21:10:54,66,66,,,43,83,23,2261,,40,86,26,2261
21:10:55,69,65,,,43,83,28,2194.5,,40,86,25,2261
21:10:56,68,66,,,43,83,21,2327.5,,40,86,29,2261
21:10:57,66,65,,,43,83,27,2261,,40,86,22,2261
21:10:58,67,65,,,43,83,24,2327.5,,40,86,27,2327.5
21:10:59,66,64,,,43,83,22,2327.5,,40,86,28,2194.5
21:11:00,67,64,,,43,83,21,2327.5,,40,86,27,2061.5
21:11:01,65,65,,,43,83,28,2327.5,,40,86,25,2061.5
21:11:02,66,64,,,43,83,23,2327.5,,40,86,28,2261
21:11:03,68,63,,,43,83,22,2261,,40,86,27,2327.5
21:11:04,66,64,,,43,83,28,2327.5,,40,86,23,2261
21:11:05,67,65,,,43,83,24,2327.5,,40,86,26,2261
21:11:06,66,63,,,43,83,25,2261,,40,86,24,2261
21:11:07,66,66,,,43,83,25,2261,,40,86,27,2261
21:11:08,70,64,,,43,83,22,2261,,40,86,29,2128
21:11:09,74,65,,,43,83,24,2194.5,,40,86,27,2061.5
21:11:10,68,76,,,43,83,27,2194.5,,40,86,29,2261
21:11:11,73,71,,,43,83,21,2194.5,,40,86,30,2261
21:11:12,68,77,,,43,83,27,2194.5,,40,86,23,2327.5
21:11:13,73,72,,,43,83,26,2261,,40,86,25,2261
21:11:15,77,67,,,43,83,25,2327.5,,40,86,25,2261
21:11:16,72,76,,,43,83,22,2327.5,,40,86,28,2194.5
21:11:17,76,69,,,43,83,23,2261,,40,86,30,2128
21:11:18,78,78,,,43,83,26,2261,,40,86,29,2061.5
21:11:19,76,71,,,43,83,22,2194.5,,40,86,24,2061.5
21:11:20,78,69,,,43,83,26,2194.5,,40,86,27,2261
21:11:21,71,78,,,43,83,24,2261,,40,86,26,2261
21:11:22,69,81,,,43,83,23,2327.5,,40,86,28,2261
21:11:23,77,74,,,43,83,23,2327.5,,40,86,28,2261
21:11:24,77,77,,,43,83,23,2261,,40,86,27,2128
21:11:25,77,79,,,43,83,21,2261,,40,86,33,2261
21:11:26,78,78,,,43,83,26,2261,,40,86,25,2061.5
21:11:27,80,80,,,43,83,27,2327.5,,40,86,28,2061.5
21:11:28,79,79,,,43,83,24,2194.5,,40,86,23,2261
21:11:29,76,80,,,43,83,25,2261,,40,86,26,2261
21:11:30,73,83,,,43,83,20,2194.5,,40,86,31,2128
21:11:31,80,80,,,43,83,26,2194.5,,40,86,26,2061.5
21:11:32,80,79,,,43,83,21,2261,,40,86,30,2194.5
21:11:33,79,80,,,43,83,25,2261,,40,86,27,2261
21:11:34,79,84,,,43,83,20,2261,,40,86,34,2261
21:11:35,76,81,,,43,83,21,2261,,40,86,26,2261
21:11:36,79,80,,,43,83,27,2327.5,,40,86,25,2327.5
21:11:37,80,80,,,43,83,24,2194.5,,40,86,27,2128
21:11:38,80,80,,,43,83,29,2061.5,,40,86,24,1995
21:11:39,80,81,,,43,83,24,2194.5,,40,86,26,2261
21:11:40,81,80,,,43,83,26,2261,,40,86,27,2261
21:11:41,80,81,,,43,83,21,2327.5,,40,86,32,2261
21:11:42,77,82,,,43,83,19,2327.5,,40,86,31,2261
21:11:43,81,81,,,43,83,25,2261,,40,86,25,2128
21:11:44,81,81,,,43,83,26,2327.5,,40,86,26,2128
21:11:45,79,78,,,43,83,24,2261,,40,86,28,2128
21:11:46,75,81,,,43,83,28,2261,,40,86,23,2194.5
21:11:47,72,83,,,43,83,17,2261,,40,86,34,2327.5
21:11:48,75,78,,,43,83,20,2261,,40,86,32,2327.5
21:11:49,81,72,,,43,83,24,2194.5,,40,86,26,2261
21:11:50,78,75,,,43,83,26,2327.5,,40,86,30,2128
21:11:51,75,76,,,43,83,21,2194.5,,40,86,29,2261
21:11:52,79,72,,,43,83,22,2261,,40,86,28,2194.5
21:11:53,74,78,,,43,83,22,2327.5,,40,86,31,2327.5
21:11:54,81,73,,,43,83,27,2327.5,,40,86,23,2194.5
21:11:55,75,81,,,43,83,22,2261,,40,86,30,2261
21:11:56,79,73,,,43,83,26,2327.5,,40,86,25,2394
21:11:57,76,77,,,43,83,24,2327.5,,40,86,26,2394
21:11:58,74,77,,,43,83,23,2194.5,,40,86,27,2061.5
