Seconds	System	CPU	AUX	HD0	Core 0	Core 1	3Vsb	Vbat	Vcore	+12V	AVcc	3Vcc
65284	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65287	31.0	31.0	41.0	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65290	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65293	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65296	38.0	38.0	44.0	33.0	38.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
65299	35.0	35.0	44.5	33.0	39.0	31.0	3.33	3.26	1.09	7.18	3.34	3.34
65302	31.0	31.0	41.0	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65305	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65309	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65312	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65315	31.0	31.0	41.0	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65318	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65321	31.0	31.0	41.0	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65324	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65327	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65330	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65333	31.0	31.0	41.0	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65336	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65339	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65342	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65345	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65348	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65351	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65354	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65357	31.0	31.0	40.5	33.0	31.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65360	31.0	31.0	40.5	33.0	32.0	30.0	3.33	3.26	1.09	7.18	3.34	3.34
65364	36.0	36.0	43.5	33.0	38.0	31.0	3.33	3.26	1.27	8.4	3.34	3.34
