CPUID:,0x200F31
Processor:,Mobile AMD Turion X2 RM-74 (Griffin)
Platform:,Socket S1g2 (638 pin)
Revision:,LG-B1
Lithography:,65nm

Session start:,13:32:12 - July 01 - 2011

Time,CPU 0 Temp. (°),,CPU 0,Low temp. (°),High temp. (°),Core load (%),CPU speed (MHz),
13:39:46,54,,,52,68,2,550.01,
13:39:47,54,,,52,68,2,550.01,
13:39:48,53,,,52,68,9,550.01,
13:39:49,53,,,52,68,3,550.01,
13:39:50,53,,,52,68,2,550.01,
13:39:51,53,,,52,68,3,550.01,
13:39:52,53,,,52,68,2,550.01,
13:39:53,53,,,52,68,5,550.01,
13:39:54,53,,,52,68,36,550.01,
13:39:55,54,,,52,68,49,550.01,
13:39:56,54,,,52,68,3,550.01,
13:39:57,54,,,52,68,3,550.01,
13:39:58,53,,,52,68,3,550.01,
13:39:59,53,,,52,68,3,550.01,
13:40:00,53,,,52,68,0,550.01,
13:40:01,53,,,52,68,12,550.01,
13:40:02,53,,,52,68,2,550.01,
13:40:03,53,,,52,68,9,550.01,
13:40:04,53,,,52,68,2,550.01,
13:40:05,53,,,52,68,5,550.01,
13:40:06,52,,,52,68,0,550.01,
13:40:07,52,,,52,68,9,550.01,
13:40:08,52,,,52,68,5,550.01,
13:40:09,53,,,52,68,26,550.01,
13:40:10,53,,,52,68,2,550.01,
13:40:11,53,,,52,68,3,550.01,
13:40:12,52,,,52,68,2,550.01,
13:40:13,52,,,52,68,3,550.01,
13:40:14,52,,,52,68,2,550.01,
13:40:15,52,,,52,68,3,550.01,
13:40:16,52,,,52,68,0,550.01,
13:40:17,52,,,52,68,3,550.01,
13:40:18,52,,,52,68,2,550.01,
13:40:19,52,,,52,68,3,550.01,
13:40:20,52,,,52,68,2,550.01,
13:40:21,52,,,52,68,3,550.01,
13:40:22,52,,,52,68,0,550.01,
13:40:23,52,,,52,68,3,550.01,
13:40:24,51,,,51,68,2,550.01,
13:40:25,51,,,51,68,3,550.01,
13:40:26,51,,,51,68,2,550.01,
13:40:27,52,,,51,68,11,550.01,
13:40:28,52,,,51,68,2,550.01,
13:40:29,52,,,51,68,3,550.01,
13:40:30,52,,,51,68,0,550.01,
13:40:31,52,,,51,68,3,550.01,
13:40:32,52,,,51,68,2,550.01,
13:40:33,52,,,51,68,3,550.01,
13:40:34,52,,,51,68,2,550.01,
13:40:35,51,,,51,68,3,550.01,
13:40:36,51,,,51,68,2,550.01,
13:40:37,51,,,51,68,6,550.01,
13:40:38,51,,,51,68,0,550.01,
13:40:39,51,,,51,68,6,550.01,
13:40:40,51,,,51,68,0,550.01,
13:40:42,51,,,51,68,3,550.01,
13:40:43,51,,,51,68,2,550.01,
13:40:44,51,,,51,68,3,550.01,
13:40:45,52,,,51,68,0,550.01,
13:40:46,51,,,51,68,3,550.01,
13:40:47,52,,,51,68,0,550.01,
13:40:48,52,,,51,68,8,550.01,
13:40:49,52,,,51,68,2,550.01,
13:40:50,52,,,51,68,3,550.01,
13:40:51,51,,,51,68,0,550.01,
13:40:52,51,,,51,68,3,550.01,
13:40:53,51,,,51,68,2,550.01,
13:40:54,51,,,51,68,3,550.01,
13:40:55,51,,,51,68,0,550.01,
13:40:56,52,,,51,68,3,550.01,
13:40:57,52,,,51,68,0,550.01,
13:40:58,52,,,51,68,9,550.01,
13:40:59,52,,,51,68,2,550.01,
13:41:00,51,,,51,68,2,550.01,
13:41:01,51,,,51,68,0,550.01,
13:41:02,52,,,51,68,3,550.01,
13:41:03,51,,,51,68,2,550.01,
13:41:04,51,,,51,68,2,550.01,
13:41:05,51,,,51,68,2,550.01,
13:41:06,51,,,51,68,2,550.01,
13:41:07,52,,,51,68,2,550.01,
13:41:08,52,,,51,68,5,550.01,
13:41:09,51,,,51,68,2,550.01,
13:41:10,51,,,51,68,3,550.01,
13:41:11,51,,,51,68,0,550.01,
13:41:12,51,,,51,68,3,550.01,
13:41:13,51,,,51,68,2,550.01,
13:41:14,52,,,51,68,2,550.01,
13:41:15,51,,,51,68,2,550.01,
13:41:16,51,,,51,68,3,550.01,
13:41:17,51,,,51,68,2,550.01,
13:41:18,51,,,51,68,8,550.01,
13:41:19,51,,,51,68,0,550.01,
13:41:20,51,,,51,68,3,550.01,
13:41:21,51,,,51,68,2,550.01,
13:41:22,51,,,51,68,6,550.01,
13:41:23,51,,,51,68,2,550.01,
13:41:24,51,,,51,68,3,550.01,
13:41:25,51,,,51,68,2,550.01,
13:41:26,51,,,51,68,3,550.01,
13:41:27,51,,,51,68,2,550.01,
13:41:28,51,,,51,68,8,550.01,
13:41:29,51,,,51,68,2,550.01,
13:41:30,51,,,51,68,3,550.01,
13:41:31,51,,,51,68,2,550.01,
13:41:32,51,,,51,68,3,550.01,
13:41:33,51,,,51,68,0,550.01,
13:41:34,51,,,51,68,3,550.01,
13:41:35,51,,,51,68,2,550.01,
13:41:36,51,,,51,68,3,550.01,
13:41:37,51,,,51,68,2,550.01,
13:41:38,51,,,51,68,6,550.01,
13:41:39,51,,,51,68,5,550.01,
13:41:40,51,,,51,68,3,550.01,
13:41:41,51,,,51,68,2,550.01,
13:41:42,51,,,51,68,3,550.01,
13:41:43,51,,,51,68,2,550.01,
13:41:44,51,,,51,68,3,550.01,
13:41:45,51,,,51,68,0,550.01,
13:41:46,51,,,51,68,3,550.01,
13:41:47,51,,,51,68,3,550.01,
13:41:48,51,,,51,68,3,550.01,
13:41:49,52,,,51,68,0,550.01,
13:41:50,51,,,51,68,3,550.01,
13:41:51,51,,,51,68,2,550.01,
13:41:52,51,,,51,68,3,550.01,
13:41:54,51,,,51,68,0,550.01,
13:41:55,51,,,51,68,3,550.01,
13:41:56,51,,,51,68,2,550.01,
13:41:57,51,,,51,68,5,550.01,
13:41:58,51,,,51,68,3,550.01,
13:41:59,51,,,51,68,3,550.01,
13:42:00,51,,,51,68,2,550.01,
